请求大小	分配大小	小块内存碎片率	页内存内部碎片率	分配页个数
873	896	2.57%	0.00%	7
874	896	2.46%	0.00%	7
875	896	2.34%	0.00%	7
876	896	2.23%	0.00%	7
877	896	2.12%	0.00%	7
878	896	2.01%	0.00%	7
879	896	1.90%	0.00%	7
880	896	1.79%	0.00%	7
881	896	1.67%	0.00%	7
882	896	1.56%	0.00%	7
883	896	1.45%	0.00%	7
884	896	1.34%	0.00%	7
885	896	1.23%	0.00%	7
886	896	1.12%	0.00%	7
887	896	1.00%	0.00%	7
888	896	0.89%	0.00%	7
889	896	0.78%	0.00%	7
890	896	0.67%	0.00%	7
891	896	0.56%	0.00%	7
892	896	0.45%	0.00%	7
893	896	0.33%	0.00%	7
894	896	0.22%	0.00%	7
895	896	0.11%	0.00%	7
896	896	0.00%	0.00%	7
897	960	6.56%	0.00%	15
898	960	6.46%	0.00%	15
899	960	6.35%	0.00%	15
900	960	6.25%	0.00%	15
901	960	6.15%	0.00%	15
902	960	6.04%	0.00%	15
903	960	5.94%	0.00%	15
904	960	5.83%	0.00%	15
905	960	5.73%	0.00%	15
906	960	5.62%	0.00%	15
907	960	5.52%	0.00%	15
908	960	5.42%	0.00%	15
909	960	5.31%	0.00%	15
910	960	5.21%	0.00%	15
911	960	5.10%	0.00%	15
912	960	5.00%	0.00%	15
913	960	4.90%	0.00%	15
914	960	4.79%	0.00%	15
915	960	4.69%	0.00%	15
916	960	4.58%	0.00%	15
917	960	4.48%	0.00%	15
918	960	4.38%	0.00%	15
919	960	4.27%	0.00%	15
920	960	4.17%	0.00%	15
921	960	4.06%	0.00%	15
922	960	3.96%	0.00%	15
923	960	3.85%	0.00%	15
924	960	3.75%	0.00%	15
925	960	3.65%	0.00%	15
926	960	3.54%	0.00%	15
927	960	3.44%	0.00%	15
928	960	3.33%	0.00%	15
929	960	3.23%	0.00%	15
930	960	3.12%	0.00%	15
931	960	3.02%	0.00%	15
932	960	2.92%	0.00%	15
933	960	2.81%	0.00%	15
934	960	2.71%	0.00%	15
935	960	2.60%	0.00%	15
936	960	2.50%	0.00%	15
937	960	2.40%	0.00%	15
938	960	2.29%	0.00%	15
939	960	2.19%	0.00%	15
940	960	2.08%	0.00%	15
941	960	1.98%	0.00%	15
942	960	1.88%	0.00%	15
943	960	1.77%	0.00%	15
944	960	1.67%	0.00%	15
945	960	1.56%	0.00%	15
946	960	1.46%	0.00%	15
947	960	1.35%	0.00%	15
948	960	1.25%	0.00%	15
949	960	1.15%	0.00%	15
950	960	1.04%	0.00%	15
951	960	0.94%	0.00%	15
952	960	0.83%	0.00%	15
953	960	0.73%	0.00%	15
954	960	0.62%	0.00%	15
955	960	0.52%	0.00%	15
956	960	0.42%	0.00%	15
957	960	0.31%	0.00%	15
958	960	0.21%	0.00%	15
959	960	0.10%	0.00%	15
960	960	0.00%	0.00%	15
961	1024	6.15%	0.00%	1
962	1024	6.05%	0.00%	1
963	1024	5.96%	0.00%	1
964	1024	5.86%	0.00%	1
965	1024	5.76%	0.00%	1
966	1024	5.66%	0.00%	1
967	1024	5.57%	0.00%	1
968	1024	5.47%	0.00%	1
969	1024	5.37%	0.00%	1
970	1024	5.27%	0.00%	1
971	1024	5.18%	0.00%	1
972	1024	5.08%	0.00%	1
973	1024	4.98%	0.00%	1
974	1024	4.88%	0.00%	1
975	1024	4.79%	0.00%	1
976	1024	4.69%	0.00%	1
977	1024	4.59%	0.00%	1
978	1024	4.49%	0.00%	1
979	1024	4.39%	0.00%	1
980	1024	4.30%	0.00%	1
981	1024	4.20%	0.00%	1
982	1024	4.10%	0.00%	1
983	1024	4.00%	0.00%	1
984	1024	3.91%	0.00%	1
985	1024	3.81%	0.00%	1
986	1024	3.71%	0.00%	1
987	1024	3.61%	0.00%	1
988	1024	3.52%	0.00%	1
989	1024	3.42%	0.00%	1
990	1024	3.32%	0.00%	1
991	1024	3.22%	0.00%	1
992	1024	3.12%	0.00%	1
993	1024	3.03%	0.00%	1
994	1024	2.93%	0.00%	1
995	1024	2.83%	0.00%	1
996	1024	2.73%	0.00%	1
997	1024	2.64%	0.00%	1
998	1024	2.54%	0.00%	1
999	1024	2.44%	0.00%	1
1000	1024	2.34%	0.00%	1
1001	1024	2.25%	0.00%	1
1002	1024	2.15%	0.00%	1
1003	1024	2.05%	0.00%	1
1004	1024	1.95%	0.00%	1
1005	1024	1.86%	0.00%	1
1006	1024	1.76%	0.00%	1
1007	1024	1.66%	0.00%	1
1008	1024	1.56%	0.00%	1
1009	1024	1.46%	0.00%	1
1010	1024	1.37%	0.00%	1
1011	1024	1.27%	0.00%	1
1012	1024	1.17%	0.00%	1
1013	1024	1.07%	0.00%	1
1014	1024	0.98%	0.00%	1
1015	1024	0.88%	0.00%	1
1016	1024	0.78%	0.00%	1
1017	1024	0.68%	0.00%	1
1018	1024	0.59%	0.00%	1
1019	1024	0.49%	0.00%	1
1020	1024	0.39%	0.00%	1
1021	1024	0.29%	0.00%	1
1022	1024	0.20%	0.00%	1
1023	1024	0.10%	0.00%	1
1024	1024	0.00%	0.00%	1
1025	1152	11.02%	0.00%	9
1026	1152	10.94%	0.00%	9
1027	1152	10.85%	0.00%	9
1028	1152	10.76%	0.00%	9
1029	1152	10.68%	0.00%	9
1030	1152	10.59%	0.00%	9
1031	1152	10.50%	0.00%	9
1032	1152	10.42%	0.00%	9
1033	1152	10.33%	0.00%	9
1034	1152	10.24%	0.00%	9
1035	1152	10.16%	0.00%	9
1036	1152	10.07%	0.00%	9
1037	1152	9.98%	0.00%	9
1038	1152	9.90%	0.00%	9
1039	1152	9.81%	0.00%	9
1040	1152	9.72%	0.00%	9
1041	1152	9.64%	0.00%	9
1042	1152	9.55%	0.00%	9
1043	1152	9.46%	0.00%	9
1044	1152	9.38%	0.00%	9
1045	1152	9.29%	0.00%	9
1046	1152	9.20%	0.00%	9
1047	1152	9.11%	0.00%	9
1048	1152	9.03%	0.00%	9
1049	1152	8.94%	0.00%	9
1050	1152	8.85%	0.00%	9
1051	1152	8.77%	0.00%	9
1052	1152	8.68%	0.00%	9
1053	1152	8.59%	0.00%	9
1054	1152	8.51%	0.00%	9
1055	1152	8.42%	0.00%	9
1056	1152	8.33%	0.00%	9
1057	1152	8.25%	0.00%	9
1058	1152	8.16%	0.00%	9
1059	1152	8.07%	0.00%	9
1060	1152	7.99%	0.00%	9
1061	1152	7.90%	0.00%	9
1062	1152	7.81%	0.00%	9
1063	1152	7.73%	0.00%	9
1064	1152	7.64%	0.00%	9
1065	1152	7.55%	0.00%	9
1066	1152	7.47%	0.00%	9
1067	1152	7.38%	0.00%	9
1068	1152	7.29%	0.00%	9
1069	1152	7.20%	0.00%	9
1070	1152	7.12%	0.00%	9
1071	1152	7.03%	0.00%	9
1072	1152	6.94%	0.00%	9
1073	1152	6.86%	0.00%	9
1074	1152	6.77%	0.00%	9
1075	1152	6.68%	0.00%	9
1076	1152	6.60%	0.00%	9
1077	1152	6.51%	0.00%	9
1078	1152	6.42%	0.00%	9
1079	1152	6.34%	0.00%	9
1080	1152	6.25%	0.00%	9
1081	1152	6.16%	0.00%	9
1082	1152	6.08%	0.00%	9
1083	1152	5.99%	0.00%	9
1084	1152	5.90%	0.00%	9
1085	1152	5.82%	0.00%	9
1086	1152	5.73%	0.00%	9
1087	1152	5.64%	0.00%	9
1088	1152	5.56%	0.00%	9
1089	1152	5.47%	0.00%	9
1090	1152	5.38%	0.00%	9
1091	1152	5.30%	0.00%	9
1092	1152	5.21%	0.00%	9
1093	1152	5.12%	0.00%	9
1094	1152	5.03%	0.00%	9
1095	1152	4.95%	0.00%	9
1096	1152	4.86%	0.00%	9
1097	1152	4.77%	0.00%	9
1098	1152	4.69%	0.00%	9
1099	1152	4.60%	0.00%	9
1100	1152	4.51%	0.00%	9
1101	1152	4.43%	0.00%	9
1102	1152	4.34%	0.00%	9
1103	1152	4.25%	0.00%	9
1104	1152	4.17%	0.00%	9
1105	1152	4.08%	0.00%	9
1106	1152	3.99%	0.00%	9
1107	1152	3.91%	0.00%	9
1108	1152	3.82%	0.00%	9
1109	1152	3.73%	0.00%	9
1110	1152	3.65%	0.00%	9
1111	1152	3.56%	0.00%	9
1112	1152	3.47%	0.00%	9
1113	1152	3.39%	0.00%	9
1114	1152	3.30%	0.00%	9
1115	1152	3.21%	0.00%	9
1116	1152	3.12%	0.00%	9
1117	1152	3.04%	0.00%	9
1118	1152	2.95%	0.00%	9
1119	1152	2.86%	0.00%	9
1120	1152	2.78%	0.00%	9
1121	1152	2.69%	0.00%	9
1122	1152	2.60%	0.00%	9
1123	1152	2.52%	0.00%	9
1124	1152	2.43%	0.00%	9
1125	1152	2.34%	0.00%	9
1126	1152	2.26%	0.00%	9
1127	1152	2.17%	0.00%	9
1128	1152	2.08%	0.00%	9
1129	1152	2.00%	0.00%	9
1130	1152	1.91%	0.00%	9
1131	1152	1.82%	0.00%	9
1132	1152	1.74%	0.00%	9
1133	1152	1.65%	0.00%	9
1134	1152	1.56%	0.00%	9
1135	1152	1.48%	0.00%	9
1136	1152	1.39%	0.00%	9
1137	1152	1.30%	0.00%	9
1138	1152	1.22%	0.00%	9
1139	1152	1.13%	0.00%	9
1140	1152	1.04%	0.00%	9
1141	1152	0.95%	0.00%	9
1142	1152	0.87%	0.00%	9
1143	1152	0.78%	0.00%	9
1144	1152	0.69%	0.00%	9
1145	1152	0.61%	0.00%	9
1146	1152	0.52%	0.00%	9
1147	1152	0.43%	0.00%	9
1148	1152	0.35%	0.00%	9
1149	1152	0.26%	0.00%	9
1150	1152	0.17%	0.00%	9
1151	1152	0.09%	0.00%	9
1152	1152	0.00%	0.00%	9
1153	1280	9.92%	0.00%	5
1154	1280	9.84%	0.00%	5
1155	1280	9.77%	0.00%	5
1156	1280	9.69%	0.00%	5
1157	1280	9.61%	0.00%	5
1158	1280	9.53%	0.00%	5
1159	1280	9.45%	0.00%	5
1160	1280	9.38%	0.00%	5
1161	1280	9.30%	0.00%	5
1162	1280	9.22%	0.00%	5
1163	1280	9.14%	0.00%	5
1164	1280	9.06%	0.00%	5
1165	1280	8.98%	0.00%	5
1166	1280	8.91%	0.00%	5
1167	1280	8.83%	0.00%	5
1168	1280	8.75%	0.00%	5
1169	1280	8.67%	0.00%	5
1170	1280	8.59%	0.00%	5
1171	1280	8.52%	0.00%	5
1172	1280	8.44%	0.00%	5
1173	1280	8.36%	0.00%	5
1174	1280	8.28%	0.00%	5
1175	1280	8.20%	0.00%	5
1176	1280	8.12%	0.00%	5
1177	1280	8.05%	0.00%	5
1178	1280	7.97%	0.00%	5
1179	1280	7.89%	0.00%	5
1180	1280	7.81%	0.00%	5
1181	1280	7.73%	0.00%	5
1182	1280	7.66%	0.00%	5
1183	1280	7.58%	0.00%	5
1184	1280	7.50%	0.00%	5
1185	1280	7.42%	0.00%	5
1186	1280	7.34%	0.00%	5
1187	1280	7.27%	0.00%	5
1188	1280	7.19%	0.00%	5
1189	1280	7.11%	0.00%	5
1190	1280	7.03%	0.00%	5
1191	1280	6.95%	0.00%	5
1192	1280	6.88%	0.00%	5
1193	1280	6.80%	0.00%	5
1194	1280	6.72%	0.00%	5
1195	1280	6.64%	0.00%	5
1196	1280	6.56%	0.00%	5
1197	1280	6.48%	0.00%	5
1198	1280	6.41%	0.00%	5
1199	1280	6.33%	0.00%	5
1200	1280	6.25%	0.00%	5
1201	1280	6.17%	0.00%	5
1202	1280	6.09%	0.00%	5
1203	1280	6.02%	0.00%	5
1204	1280	5.94%	0.00%	5
1205	1280	5.86%	0.00%	5
1206	1280	5.78%	0.00%	5
1207	1280	5.70%	0.00%	5
1208	1280	5.62%	0.00%	5
1209	1280	5.55%	0.00%	5
1210	1280	5.47%	0.00%	5
1211	1280	5.39%	0.00%	5
1212	1280	5.31%	0.00%	5
1213	1280	5.23%	0.00%	5
1214	1280	5.16%	0.00%	5
1215	1280	5.08%	0.00%	5
1216	1280	5.00%	0.00%	5
1217	1280	4.92%	0.00%	5
1218	1280	4.84%	0.00%	5
1219	1280	4.77%	0.00%	5
1220	1280	4.69%	0.00%	5
1221	1280	4.61%	0.00%	5
1222	1280	4.53%	0.00%	5
1223	1280	4.45%	0.00%	5
1224	1280	4.38%	0.00%	5
1225	1280	4.30%	0.00%	5
1226	1280	4.22%	0.00%	5
1227	1280	4.14%	0.00%	5
1228	1280	4.06%	0.00%	5
1229	1280	3.98%	0.00%	5
1230	1280	3.91%	0.00%	5
1231	1280	3.83%	0.00%	5
1232	1280	3.75%	0.00%	5
1233	1280	3.67%	0.00%	5
1234	1280	3.59%	0.00%	5
1235	1280	3.52%	0.00%	5
1236	1280	3.44%	0.00%	5
1237	1280	3.36%	0.00%	5
1238	1280	3.28%	0.00%	5
1239	1280	3.20%	0.00%	5
1240	1280	3.12%	0.00%	5
1241	1280	3.05%	0.00%	5
1242	1280	2.97%	0.00%	5
1243	1280	2.89%	0.00%	5
1244	1280	2.81%	0.00%	5
1245	1280	2.73%	0.00%	5
1246	1280	2.66%	0.00%	5
1247	1280	2.58%	0.00%	5
1248	1280	2.50%	0.00%	5
1249	1280	2.42%	0.00%	5
1250	1280	2.34%	0.00%	5
1251	1280	2.27%	0.00%	5
1252	1280	2.19%	0.00%	5
1253	1280	2.11%	0.00%	5
1254	1280	2.03%	0.00%	5
1255	1280	1.95%	0.00%	5
1256	1280	1.88%	0.00%	5
1257	1280	1.80%	0.00%	5
1258	1280	1.72%	0.00%	5
1259	1280	1.64%	0.00%	5
1260	1280	1.56%	0.00%	5
1261	1280	1.48%	0.00%	5
1262	1280	1.41%	0.00%	5
1263	1280	1.33%	0.00%	5
1264	1280	1.25%	0.00%	5
1265	1280	1.17%	0.00%	5
1266	1280	1.09%	0.00%	5
1267	1280	1.02%	0.00%	5
1268	1280	0.94%	0.00%	5
1269	1280	0.86%	0.00%	5
1270	1280	0.78%	0.00%	5
1271	1280	0.70%	0.00%	5
1272	1280	0.62%	0.00%	5
1273	1280	0.55%	0.00%	5
1274	1280	0.47%	0.00%	5
1275	1280	0.39%	0.00%	5
1276	1280	0.31%	0.00%	5
1277	1280	0.23%	0.00%	5
1278	1280	0.16%	0.00%	5
1279	1280	0.08%	0.00%	5
1280	1280	0.00%	0.00%	5
1281	1408	9.02%	0.00%	11
1282	1408	8.95%	0.00%	11
1283	1408	8.88%	0.00%	11
1284	1408	8.81%	0.00%	11
1285	1408	8.74%	0.00%	11
1286	1408	8.66%	0.00%	11
1287	1408	8.59%	0.00%	11
1288	1408	8.52%	0.00%	11
1289	1408	8.45%	0.00%	11
1290	1408	8.38%	0.00%	11
1291	1408	8.31%	0.00%	11
1292	1408	8.24%	0.00%	11
1293	1408	8.17%	0.00%	11
1294	1408	8.10%	0.00%	11
1295	1408	8.03%	0.00%	11
1296	1408	7.95%	0.00%	11
1297	1408	7.88%	0.00%	11
1298	1408	7.81%	0.00%	11
1299	1408	7.74%	0.00%	11
1300	1408	7.67%	0.00%	11
1301	1408	7.60%	0.00%	11
1302	1408	7.53%	0.00%	11
1303	1408	7.46%	0.00%	11
1304	1408	7.39%	0.00%	11
1305	1408	7.32%	0.00%	11
1306	1408	7.24%	0.00%	11
1307	1408	7.17%	0.00%	11
1308	1408	7.10%	0.00%	11
1309	1408	7.03%	0.00%	11
1310	1408	6.96%	0.00%	11
1311	1408	6.89%	0.00%	11
1312	1408	6.82%	0.00%	11
1313	1408	6.75%	0.00%	11
1314	1408	6.68%	0.00%	11
1315	1408	6.61%	0.00%	11
1316	1408	6.53%	0.00%	11
1317	1408	6.46%	0.00%	11
1318	1408	6.39%	0.00%	11
1319	1408	6.32%	0.00%	11
1320	1408	6.25%	0.00%	11
1321	1408	6.18%	0.00%	11
1322	1408	6.11%	0.00%	11
1323	1408	6.04%	0.00%	11
1324	1408	5.97%	0.00%	11
1325	1408	5.89%	0.00%	11
1326	1408	5.82%	0.00%	11
1327	1408	5.75%	0.00%	11
1328	1408	5.68%	0.00%	11
1329	1408	5.61%	0.00%	11
1330	1408	5.54%	0.00%	11
1331	1408	5.47%	0.00%	11
1332	1408	5.40%	0.00%	11
1333	1408	5.33%	0.00%	11
1334	1408	5.26%	0.00%	11
1335	1408	5.18%	0.00%	11
1336	1408	5.11%	0.00%	11
1337	1408	5.04%	0.00%	11
1338	1408	4.97%	0.00%	11
1339	1408	4.90%	0.00%	11
1340	1408	4.83%	0.00%	11
1341	1408	4.76%	0.00%	11
1342	1408	4.69%	0.00%	11
1343	1408	4.62%	0.00%	11
1344	1408	4.55%	0.00%	11
1345	1408	4.47%	0.00%	11
1346	1408	4.40%	0.00%	11
1347	1408	4.33%	0.00%	11
1348	1408	4.26%	0.00%	11
1349	1408	4.19%	0.00%	11
1350	1408	4.12%	0.00%	11
1351	1408	4.05%	0.00%	11
1352	1408	3.98%	0.00%	11
1353	1408	3.91%	0.00%	11
1354	1408	3.84%	0.00%	11
1355	1408	3.76%	0.00%	11
1356	1408	3.69%	0.00%	11
1357	1408	3.62%	0.00%	11
1358	1408	3.55%	0.00%	11
1359	1408	3.48%	0.00%	11
1360	1408	3.41%	0.00%	11
1361	1408	3.34%	0.00%	11
1362	1408	3.27%	0.00%	11
1363	1408	3.20%	0.00%	11
1364	1408	3.12%	0.00%	11
1365	1408	3.05%	0.00%	11
1366	1408	2.98%	0.00%	11
1367	1408	2.91%	0.00%	11
1368	1408	2.84%	0.00%	11
1369	1408	2.77%	0.00%	11
1370	1408	2.70%	0.00%	11
1371	1408	2.63%	0.00%	11
1372	1408	2.56%	0.00%	11
1373	1408	2.49%	0.00%	11
1374	1408	2.41%	0.00%	11
1375	1408	2.34%	0.00%	11
1376	1408	2.27%	0.00%	11
1377	1408	2.20%	0.00%	11
1378	1408	2.13%	0.00%	11
1379	1408	2.06%	0.00%	11
1380	1408	1.99%	0.00%	11
1381	1408	1.92%	0.00%	11
1382	1408	1.85%	0.00%	11
1383	1408	1.78%	0.00%	11
1384	1408	1.70%	0.00%	11
1385	1408	1.63%	0.00%	11
1386	1408	1.56%	0.00%	11
1387	1408	1.49%	0.00%	11
1388	1408	1.42%	0.00%	11
1389	1408	1.35%	0.00%	11
1390	1408	1.28%	0.00%	11
1391	1408	1.21%	0.00%	11
1392	1408	1.14%	0.00%	11
1393	1408	1.07%	0.00%	11
1394	1408	0.99%	0.00%	11
1395	1408	0.92%	0.00%	11
1396	1408	0.85%	0.00%	11
1397	1408	0.78%	0.00%	11
1398	1408	0.71%	0.00%	11
1399	1408	0.64%	0.00%	11
1400	1408	0.57%	0.00%	11
1401	1408	0.50%	0.00%	11
1402	1408	0.43%	0.00%	11
1403	1408	0.36%	0.00%	11
1404	1408	0.28%	0.00%	11
1405	1408	0.21%	0.00%	11
1406	1408	0.14%	0.00%	11
1407	1408	0.07%	0.00%	11
1408	1408	0.00%	0.00%	11
1409	1536	8.27%	0.00%	3
1410	1536	8.20%	0.00%	3
1411	1536	8.14%	0.00%	3
1412	1536	8.07%	0.00%	3
1413	1536	8.01%	0.00%	3
1414	1536	7.94%	0.00%	3
1415	1536	7.88%	0.00%	3
1416	1536	7.81%	0.00%	3
1417	1536	7.75%	0.00%	3
1418	1536	7.68%	0.00%	3
1419	1536	7.62%	0.00%	3
1420	1536	7.55%	0.00%	3
1421	1536	7.49%	0.00%	3
1422	1536	7.42%	0.00%	3
1423	1536	7.36%	0.00%	3
1424	1536	7.29%	0.00%	3
1425	1536	7.23%	0.00%	3
1426	1536	7.16%	0.00%	3
1427	1536	7.10%	0.00%	3
1428	1536	7.03%	0.00%	3
1429	1536	6.97%	0.00%	3
1430	1536	6.90%	0.00%	3
1431	1536	6.84%	0.00%	3
1432	1536	6.77%	0.00%	3
1433	1536	6.71%	0.00%	3
1434	1536	6.64%	0.00%	3
1435	1536	6.58%	0.00%	3
1436	1536	6.51%	0.00%	3
1437	1536	6.45%	0.00%	3
1438	1536	6.38%	0.00%	3
1439	1536	6.32%	0.00%	3
1440	1536	6.25%	0.00%	3
1441	1536	6.18%	0.00%	3
1442	1536	6.12%	0.00%	3
1443	1536	6.05%	0.00%	3
1444	1536	5.99%	0.00%	3
1445	1536	5.92%	0.00%	3
1446	1536	5.86%	0.00%	3
1447	1536	5.79%	0.00%	3
1448	1536	5.73%	0.00%	3
1449	1536	5.66%	0.00%	3
1450	1536	5.60%	0.00%	3
1451	1536	5.53%	0.00%	3
1452	1536	5.47%	0.00%	3
1453	1536	5.40%	0.00%	3
1454	1536	5.34%	0.00%	3
1455	1536	5.27%	0.00%	3
1456	1536	5.21%	0.00%	3
1457	1536	5.14%	0.00%	3
1458	1536	5.08%	0.00%	3
1459	1536	5.01%	0.00%	3
1460	1536	4.95%	0.00%	3
1461	1536	4.88%	0.00%	3
1462	1536	4.82%	0.00%	3
1463	1536	4.75%	0.00%	3
1464	1536	4.69%	0.00%	3
1465	1536	4.62%	0.00%	3
1466	1536	4.56%	0.00%	3
1467	1536	4.49%	0.00%	3
1468	1536	4.43%	0.00%	3
1469	1536	4.36%	0.00%	3
1470	1536	4.30%	0.00%	3
1471	1536	4.23%	0.00%	3
1472	1536	4.17%	0.00%	3
1473	1536	4.10%	0.00%	3
1474	1536	4.04%	0.00%	3
1475	1536	3.97%	0.00%	3
1476	1536	3.91%	0.00%	3
1477	1536	3.84%	0.00%	3
1478	1536	3.78%	0.00%	3
1479	1536	3.71%	0.00%	3
1480	1536	3.65%	0.00%	3
1481	1536	3.58%	0.00%	3
1482	1536	3.52%	0.00%	3
1483	1536	3.45%	0.00%	3
1484	1536	3.39%	0.00%	3
1485	1536	3.32%	0.00%	3
1486	1536	3.26%	0.00%	3
1487	1536	3.19%	0.00%	3
1488	1536	3.12%	0.00%	3
1489	1536	3.06%	0.00%	3
1490	1536	2.99%	0.00%	3
1491	1536	2.93%	0.00%	3
1492	1536	2.86%	0.00%	3
1493	1536	2.80%	0.00%	3
1494	1536	2.73%	0.00%	3
1495	1536	2.67%	0.00%	3
1496	1536	2.60%	0.00%	3
1497	1536	2.54%	0.00%	3
1498	1536	2.47%	0.00%	3
1499	1536	2.41%	0.00%	3
1500	1536	2.34%	0.00%	3
1501	1536	2.28%	0.00%	3
1502	1536	2.21%	0.00%	3
1503	1536	2.15%	0.00%	3
1504	1536	2.08%	0.00%	3
1505	1536	2.02%	0.00%	3
1506	1536	1.95%	0.00%	3
1507	1536	1.89%	0.00%	3
1508	1536	1.82%	0.00%	3
1509	1536	1.76%	0.00%	3
1510	1536	1.69%	0.00%	3
1511	1536	1.63%	0.00%	3
1512	1536	1.56%	0.00%	3
1513	1536	1.50%	0.00%	3
1514	1536	1.43%	0.00%	3
1515	1536	1.37%	0.00%	3
1516	1536	1.30%	0.00%	3
1517	1536	1.24%	0.00%	3
1518	1536	1.17%	0.00%	3
1519	1536	1.11%	0.00%	3
1520	1536	1.04%	0.00%	3
1521	1536	0.98%	0.00%	3
1522	1536	0.91%	0.00%	3
1523	1536	0.85%	0.00%	3
1524	1536	0.78%	0.00%	3
1525	1536	0.72%	0.00%	3
1526	1536	0.65%	0.00%	3
1527	1536	0.59%	0.00%	3
1528	1536	0.52%	0.00%	3
1529	1536	0.46%	0.00%	3
1530	1536	0.39%	0.00%	3
1531	1536	0.33%	0.00%	3
1532	1536	0.26%	0.00%	3
1533	1536	0.20%	0.00%	3
1534	1536	0.13%	0.00%	3
1535	1536	0.07%	0.00%	3
1536	1536	0.00%	0.00%	3
1537	1664	7.63%	0.00%	13
1538	1664	7.57%	0.00%	13
1539	1664	7.51%	0.00%	13
1540	1664	7.45%	0.00%	13
1541	1664	7.39%	0.00%	13
1542	1664	7.33%	0.00%	13
1543	1664	7.27%	0.00%	13
1544	1664	7.21%	0.00%	13
1545	1664	7.15%	0.00%	13
1546	1664	7.09%	0.00%	13
1547	1664	7.03%	0.00%	13
1548	1664	6.97%	0.00%	13
1549	1664	6.91%	0.00%	13
1550	1664	6.85%	0.00%	13
1551	1664	6.79%	0.00%	13
1552	1664	6.73%	0.00%	13
1553	1664	6.67%	0.00%	13
1554	1664	6.61%	0.00%	13
1555	1664	6.55%	0.00%	13
1556	1664	6.49%	0.00%	13
1557	1664	6.43%	0.00%	13
1558	1664	6.37%	0.00%	13
1559	1664	6.31%	0.00%	13
1560	1664	6.25%	0.00%	13
1561	1664	6.19%	0.00%	13
1562	1664	6.13%	0.00%	13
1563	1664	6.07%	0.00%	13
1564	1664	6.01%	0.00%	13
1565	1664	5.95%	0.00%	13
1566	1664	5.89%	0.00%	13
1567	1664	5.83%	0.00%	13
1568	1664	5.77%	0.00%	13
1569	1664	5.71%	0.00%	13
1570	1664	5.65%	0.00%	13
1571	1664	5.59%	0.00%	13
1572	1664	5.53%	0.00%	13
1573	1664	5.47%	0.00%	13
1574	1664	5.41%	0.00%	13
1575	1664	5.35%	0.00%	13
1576	1664	5.29%	0.00%	13
1577	1664	5.23%	0.00%	13
1578	1664	5.17%	0.00%	13
1579	1664	5.11%	0.00%	13
1580	1664	5.05%	0.00%	13
1581	1664	4.99%	0.00%	13
1582	1664	4.93%	0.00%	13
1583	1664	4.87%	0.00%	13
1584	1664	4.81%	0.00%	13
1585	1664	4.75%	0.00%	13
1586	1664	4.69%	0.00%	13
1587	1664	4.63%	0.00%	13
1588	1664	4.57%	0.00%	13
1589	1664	4.51%	0.00%	13
1590	1664	4.45%	0.00%	13
1591	1664	4.39%	0.00%	13
1592	1664	4.33%	0.00%	13
1593	1664	4.27%	0.00%	13
1594	1664	4.21%	0.00%	13
1595	1664	4.15%	0.00%	13
1596	1664	4.09%	0.00%	13
1597	1664	4.03%	0.00%	13
1598	1664	3.97%	0.00%	13
1599	1664	3.91%	0.00%	13
1600	1664	3.85%	0.00%	13
1601	1664	3.79%	0.00%	13
1602	1664	3.73%	0.00%	13
1603	1664	3.67%	0.00%	13
1604	1664	3.61%	0.00%	13
1605	1664	3.55%	0.00%	13
1606	1664	3.49%	0.00%	13
1607	1664	3.43%	0.00%	13
1608	1664	3.37%	0.00%	13
1609	1664	3.31%	0.00%	13
1610	1664	3.25%	0.00%	13
1611	1664	3.19%	0.00%	13
1612	1664	3.12%	0.00%	13
1613	1664	3.06%	0.00%	13
1614	1664	3.00%	0.00%	13
1615	1664	2.94%	0.00%	13
1616	1664	2.88%	0.00%	13
1617	1664	2.82%	0.00%	13
1618	1664	2.76%	0.00%	13
1619	1664	2.70%	0.00%	13
1620	1664	2.64%	0.00%	13
1621	1664	2.58%	0.00%	13
1622	1664	2.52%	0.00%	13
1623	1664	2.46%	0.00%	13
1624	1664	2.40%	0.00%	13
1625	1664	2.34%	0.00%	13
1626	1664	2.28%	0.00%	13
1627	1664	2.22%	0.00%	13
1628	1664	2.16%	0.00%	13
1629	1664	2.10%	0.00%	13
1630	1664	2.04%	0.00%	13
1631	1664	1.98%	0.00%	13
1632	1664	1.92%	0.00%	13
1633	1664	1.86%	0.00%	13
1634	1664	1.80%	0.00%	13
1635	1664	1.74%	0.00%	13
1636	1664	1.68%	0.00%	13
1637	1664	1.62%	0.00%	13
1638	1664	1.56%	0.00%	13
1639	1664	1.50%	0.00%	13
1640	1664	1.44%	0.00%	13
1641	1664	1.38%	0.00%	13
1642	1664	1.32%	0.00%	13
1643	1664	1.26%	0.00%	13
1644	1664	1.20%	0.00%	13
1645	1664	1.14%	0.00%	13
1646	1664	1.08%	0.00%	13
1647	1664	1.02%	0.00%	13
1648	1664	0.96%	0.00%	13
1649	1664	0.90%	0.00%	13
1650	1664	0.84%	0.00%	13
1651	1664	0.78%	0.00%	13
1652	1664	0.72%	0.00%	13
1653	1664	0.66%	0.00%	13
1654	1664	0.60%	0.00%	13
1655	1664	0.54%	0.00%	13
1656	1664	0.48%	0.00%	13
1657	1664	0.42%	0.00%	13
1658	1664	0.36%	0.00%	13
1659	1664	0.30%	0.00%	13
